pokedex_number,name,generation,is_legendary,type_number,type_1,type_2,height_m,weight_kg,ability_1,ability_2,total_points,hp,attack,defense,sp_attack,sp_defense,speed,base_friendship,egg_type_1,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,Evolution,form,base_name
739,Crabrawler,7,0,1,Fighting,,0.6,7.0,Hyper Cutter,Iron Fist,338.0,47.0,82.0,57.0,42.0,47.0,63.0,70.0,Water 3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,,base,
740,Crabominable,7,0,2,Fighting,Ice,1.7,180.0,Hyper Cutter,Iron Fist,478.0,97.0,132.0,77.0,62.0,67.0,43.0,70.0,Water 3,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,2.0,2.0,0.5,1.0,1.0,1.0,0.5,2.0,2.0,,base,
741,Oricorio Baile Style,7,0,2,Fire,Flying,0.6,3.4,Dancer,,476.0,75.0,70.0,70.0,98.0,70.0,93.0,70.0,Flying,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5,,base,
741,Oricorio Pom-Pom Style,7,0,2,Electric,Flying,0.6,3.4,Dancer,,476.0,75.0,70.0,70.0,98.0,70.0,93.0,70.0,Flying,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,,base,
741,Oricorio Pa'u Style,7,0,2,Psychic,Flying,0.6,3.4,Dancer,,476.0,75.0,70.0,70.0,98.0,70.0,93.0,70.0,Flying,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0,,base,
741,Oricorio Sensu Style,7,0,2,Ghost,Flying,0.6,3.4,Dancer,,476.0,75.0,70.0,70.0,98.0,70.0,93.0,70.0,Flying,0.0,1.0,1.0,2.0,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,1.0,1.0,,base,
742,Cutiefly,7,0,2,Bug,Fairy,0.1,0.2,Honey Gather,Shield Dust,304.0,40.0,45.0,40.0,55.0,40.0,84.0,70.0,Bug,1.0,2.0,1.0,1.0,0.5,1.0,0.25,2.0,0.5,2.0,1.0,0.5,2.0,1.0,0.0,0.5,2.0,1.0,,base,
743,Ribombee,7,0,2,Bug,Fairy,0.2,0.5,Honey Gather,Shield Dust,464.0,60.0,55.0,60.0,95.0,70.0,124.0,70.0,Bug,1.0,2.0,1.0,1.0,0.5,1.0,0.25,2.0,0.5,2.0,1.0,0.5,2.0,1.0,0.0,0.5,2.0,1.0,,base,
744,Rockruff,7,0,1,Rock,,0.5,9.2,Keen Eye,Vital Spirit,280.0,45.0,65.0,40.0,30.0,40.0,60.0,70.0,Field,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,base,
744,Own Tempo Rockruff,7,0,1,Rock,,0.5,9.2,Own Tempo,,280.0,45.0,65.0,40.0,30.0,40.0,60.0,70.0,Field,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,base,
745,Lycanroc Midday Form,7,0,1,Rock,,0.8,25.0,Keen Eye,Sand Rush,487.0,75.0,115.0,65.0,55.0,65.0,112.0,70.0,Field,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,base,
745,Lycanroc Midnight Form,7,0,1,Rock,,1.1,25.0,Keen Eye,Vital Spirit,487.0,85.0,115.0,75.0,55.0,75.0,82.0,70.0,Field,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,base,
745,Lycanroc Dusk Form,7,0,1,Rock,,0.8,25.0,Tough Claws,,487.0,75.0,117.0,65.0,55.0,65.0,110.0,70.0,Field,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,base,
746,Wishiwashi Solo Form,7,0,1,Water,,0.2,0.3,Schooling,,175.0,45.0,20.0,20.0,25.0,25.0,40.0,70.0,Water 2,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,base,
746,Wishiwashi School Form,7,0,1,Water,,8.2,78.6,Schooling,,620.0,45.0,140.0,130.0,140.0,135.0,30.0,70.0,Water 2,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,base,
747,Mareanie,7,0,2,Poison,Water,0.4,8.0,Merciless,Limber,305.0,50.0,53.0,62.0,43.0,52.0,45.0,70.0,Water 1,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,,base,
748,Toxapex,7,0,2,Poison,Water,0.7,14.5,Merciless,Limber,495.0,50.0,63.0,152.0,53.0,142.0,35.0,70.0,Water 1,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,,base,
749,Mudbray,7,0,1,Ground,,1.0,110.0,Own Tempo,Stamina,385.0,70.0,100.0,70.0,45.0,55.0,45.0,70.0,Field,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,,base,
750,Mudsdale,7,0,1,Ground,,2.5,920.0,Own Tempo,Stamina,500.0,100.0,125.0,100.0,55.0,85.0,35.0,70.0,Field,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,,base,
751,Dewpider,7,0,2,Water,Bug,0.3,4.0,Water Bubble,,269.0,38.0,40.0,52.0,40.0,72.0,27.0,70.0,Bug,1.0,0.5,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,,base,
752,Araquanid,7,0,2,Water,Bug,1.8,82.0,Water Bubble,,454.0,68.0,70.0,92.0,50.0,132.0,42.0,70.0,Bug,1.0,0.5,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,,base,
753,Fomantis,7,0,1,Grass,,0.3,1.5,Leaf Guard,,250.0,40.0,55.0,35.0,50.0,35.0,35.0,70.0,Grass,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,base,
754,Lurantis,7,0,1,Grass,,0.9,18.5,Leaf Guard,,480.0,70.0,105.0,90.0,80.0,90.0,45.0,70.0,Grass,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,base,
755,Morelull,7,0,2,Grass,Fairy,0.2,1.5,Illuminate,Effect Spore,285.0,40.0,35.0,55.0,65.0,75.0,15.0,70.0,Grass,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0,,base,
756,Shiinotic,7,0,2,Grass,Fairy,1.0,11.5,Illuminate,Effect Spore,405.0,60.0,45.0,80.0,90.0,100.0,30.0,70.0,Grass,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0,,base,
757,Salandit,7,0,2,Poison,Fire,0.6,4.8,Corrosion,,320.0,48.0,44.0,40.0,71.0,40.0,77.0,70.0,Dragon,1.0,0.5,2.0,1.0,0.25,0.5,0.5,0.5,4.0,1.0,2.0,0.25,2.0,1.0,1.0,1.0,0.5,0.25,,base,
758,Salazzle,7,0,2,Poison,Fire,1.2,22.2,Corrosion,,480.0,68.0,64.0,60.0,111.0,60.0,117.0,70.0,Dragon,1.0,0.5,2.0,1.0,0.25,0.5,0.5,0.5,4.0,1.0,2.0,0.25,2.0,1.0,1.0,1.0,0.5,0.25,,base,
759,Stufful,7,0,2,Normal,Fighting,0.5,6.8,Fluffy,Klutz,340.0,70.0,75.0,50.0,45.0,50.0,50.0,70.0,Field,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.5,0.5,0.0,1.0,0.5,1.0,2.0,,base,
760,Bewear,7,0,2,Normal,Fighting,2.1,135.0,Fluffy,Klutz,500.0,120.0,125.0,80.0,55.0,60.0,60.0,70.0,Field,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.5,0.5,0.0,1.0,0.5,1.0,2.0,,base,
761,Bounsweet,7,0,1,Grass,,0.3,3.2,Leaf Guard,Oblivious,210.0,42.0,30.0,38.0,30.0,38.0,32.0,70.0,Grass,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,base,
762,Steenee,7,0,1,Grass,,0.7,8.2,Leaf Guard,Oblivious,290.0,52.0,40.0,48.0,40.0,48.0,62.0,70.0,Grass,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,base,
763,Tsareena,7,0,1,Grass,,1.2,21.4,Leaf Guard,Queenly Majesty,510.0,72.0,120.0,98.0,50.0,98.0,72.0,70.0,Grass,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,base,
764,Comfey,7,0,1,Fairy,,0.1,0.3,Flower Veil,Triage,485.0,51.0,52.0,90.0,82.0,110.0,100.0,70.0,Grass,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,,base,
765,Oranguru,7,0,2,Normal,Psychic,1.5,76.0,Inner Focus,Telepathy,490.0,90.0,60.0,80.0,90.0,110.0,60.0,70.0,Field,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.0,1.0,2.0,1.0,1.0,,base,
766,Passimian,7,0,1,Fighting,,2.0,82.8,Receiver,,490.0,100.0,120.0,90.0,40.0,60.0,80.0,70.0,Field,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,,base,
767,Wimpod,7,0,2,Bug,Water,0.5,12.0,Wimp Out,,230.0,25.0,35.0,40.0,20.0,30.0,80.0,70.0,Bug,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,,base,
768,Golisopod,7,0,2,Bug,Water,2.0,108.0,Emergency Exit,,530.0,75.0,125.0,140.0,60.0,90.0,40.0,70.0,Bug,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,,base,
769,Sandygast,7,0,2,Ghost,Ground,0.5,70.0,Water Compaction,,320.0,55.0,55.0,80.0,70.0,45.0,15.0,70.0,Amorphous,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.25,1.0,1.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,,base,
770,Palossand,7,0,2,Ghost,Ground,1.3,250.0,Water Compaction,,480.0,85.0,75.0,110.0,100.0,75.0,35.0,70.0,Amorphous,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.25,1.0,1.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,,base,
771,Pyukumuku,7,0,1,Water,,0.3,1.2,Innards Out,,410.0,55.0,60.0,130.0,30.0,130.0,5.0,70.0,Water 1,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,base,
772,Type: Null,7,0,1,Normal,,1.9,120.5,Battle Armor,,534.0,95.0,95.0,95.0,95.0,95.0,59.0,0.0,Undiscovered,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,base,
773,Silvally,7,0,1,Normal,,2.3,100.5,RKS System,,570.0,95.0,95.0,95.0,95.0,95.0,95.0,0.0,Undiscovered,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,base,
774,Minior Meteor Form,7,0,2,Rock,Flying,0.3,40.0,Shields Down,,440.0,60.0,60.0,100.0,60.0,100.0,60.0,70.0,Mineral,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,,base,
774,Minior Core Form,7,0,2,Rock,Flying,0.3,0.3,Shields Down,,500.0,60.0,100.0,60.0,100.0,60.0,120.0,70.0,Mineral,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,,base,
775,Komala,7,0,1,Normal,,0.4,19.9,Comatose,,480.0,65.0,115.0,65.0,75.0,95.0,65.0,70.0,Field,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,base,
776,Turtonator,7,0,2,Fire,Dragon,2.0,212.0,Shell Armor,,485.0,60.0,78.0,135.0,91.0,85.0,36.0,70.0,Dragon,1.0,0.25,1.0,0.5,0.25,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,1.0,,base,
777,Togedemaru,7,0,2,Electric,Steel,0.3,3.3,Iron Barbs,Lightning Rod,435.0,65.0,98.0,63.0,40.0,73.0,96.0,70.0,Fairy,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5,,base,
778,Mimikyu,7,0,2,Ghost,Fairy,0.2,0.7,Disguise,,476.0,55.0,90.0,80.0,50.0,105.0,96.0,70.0,Amorphous,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.25,1.0,2.0,0.0,1.0,2.0,1.0,,base,
779,Bruxish,7,0,2,Water,Psychic,0.9,19.0,Dazzling,Strong Jaw,475.0,68.0,105.0,70.0,70.0,70.0,92.0,70.0,Water 2,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0,,base,
780,Drampa,7,0,2,Normal,Dragon,3.0,185.0,Berserk,Sap Sipper,485.0,78.0,60.0,85.0,135.0,91.0,36.0,70.0,Dragon,1.0,0.5,0.5,0.5,0.5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,,base,
781,Dhelmise,7,0,2,Ghost,Grass,3.9,210.0,Steelworker,,517.0,70.0,131.0,100.0,86.0,90.0,40.0,70.0,Mineral,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,base,
782,Jangmo-o,7,0,1,Dragon,,0.6,29.7,Bulletproof,Soundproof,300.0,45.0,55.0,65.0,45.0,45.0,45.0,70.0,Dragon,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,,base,
783,Hakamo-o,7,0,2,Dragon,Fighting,1.2,47.0,Bulletproof,Soundproof,420.0,55.0,75.0,90.0,65.0,70.0,65.0,70.0,Dragon,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,2.0,0.5,1.0,4.0,,base,
784,Kommo-o,7,0,2,Dragon,Fighting,1.6,78.2,Bulletproof,Soundproof,600.0,75.0,110.0,125.0,100.0,105.0,85.0,70.0,Dragon,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,2.0,0.5,1.0,4.0,,base,
785,Tapu Koko,7,0,2,Electric,Fairy,1.8,20.5,Electric Surge,,570.0,70.0,115.0,85.0,95.0,75.0,130.0,70.0,Undiscovered,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,,base,
786,Tapu Lele,7,0,2,Psychic,Fairy,1.2,18.6,Psychic Surge,,570.0,70.0,85.0,75.0,130.0,115.0,95.0,70.0,Undiscovered,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0,,base,
787,Tapu Bulu,7,0,2,Grass,Fairy,1.9,45.5,Grassy Surge,,570.0,70.0,130.0,115.0,85.0,95.0,75.0,70.0,Undiscovered,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0,,base,
788,Tapu Fini,7,0,2,Water,Fairy,1.3,21.2,Misty Surge,,570.0,70.0,75.0,115.0,95.0,130.0,85.0,70.0,Undiscovered,1.0,0.5,0.5,2.0,2.0,0.5,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,,base,
789,Cosmog,7,1,1,Psychic,,0.2,0.1,Unaware,,200.0,43.0,29.0,31.0,29.0,31.0,37.0,0.0,Undiscovered,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,,base,
790,Cosmoem,7,1,1,Psychic,,0.1,999.9,Sturdy,,400.0,43.0,29.0,131.0,29.0,131.0,37.0,0.0,Undiscovered,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,,base,
791,Solgaleo,7,1,2,Psychic,Steel,3.4,230.0,Full Metal Body,,680.0,137.0,137.0,107.0,113.0,89.0,97.0,0.0,Undiscovered,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5,,base,
792,Lunala,7,1,2,Psychic,Ghost,4.0,120.0,Shadow Shield,,680.0,137.0,113.0,89.0,137.0,107.0,97.0,0.0,Undiscovered,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.5,1.0,1.0,4.0,1.0,4.0,1.0,1.0,,base,
793,Nihilego,7,0,2,Rock,Poison,1.2,55.5,Beast Boost,,570.0,109.0,53.0,47.0,127.0,131.0,103.0,0.0,Undiscovered,0.5,0.5,2.0,1.0,1.0,1.0,1.0,0.25,4.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,,base,
794,Buzzwole,7,0,2,Bug,Fighting,2.4,333.6,Beast Boost,,570.0,107.0,139.0,139.0,53.0,53.0,79.0,0.0,Undiscovered,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,4.0,2.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,,base,
795,Pheromosa,7,0,2,Bug,Fighting,1.8,25.0,Beast Boost,,570.0,71.0,137.0,37.0,137.0,37.0,151.0,0.0,Undiscovered,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,4.0,2.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,,base,
796,Xurkitree,7,0,1,Electric,,3.8,100.0,Beast Boost,,570.0,83.0,89.0,71.0,173.0,71.0,83.0,0.0,Undiscovered,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,base,
797,Celesteela,7,0,2,Steel,Flying,9.2,999.9,Beast Boost,,570.0,97.0,101.0,103.0,107.0,101.0,61.0,0.0,Undiscovered,0.5,2.0,1.0,2.0,0.25,1.0,1.0,0.0,0.0,0.5,0.5,0.25,1.0,1.0,0.5,1.0,0.5,0.5,,base,
798,Kartana,7,0,2,Grass,Steel,0.3,0.1,Beast Boost,,570.0,59.0,181.0,131.0,59.0,31.0,109.0,0.0,Undiscovered,0.5,4.0,0.5,0.5,0.25,1.0,2.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.5,,base,
799,Guzzlord,7,0,2,Dark,Dragon,5.5,888.0,Beast Boost,,570.0,223.0,101.0,53.0,97.0,53.0,43.0,0.0,Undiscovered,1.0,0.5,0.5,0.5,0.5,2.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,2.0,0.5,1.0,4.0,,base,
800,Necrozma,7,1,1,Psychic,,2.4,230.0,Prism Armor,,600.0,97.0,107.0,101.0,127.0,89.0,79.0,0.0,Undiscovered,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.5,1.0,1.5,1.0,1.5,1.0,1.0,,base,
800,Dusk Mane Necrozma,7,1,2,Psychic,Steel,3.8,460.0,Prism Armor,,680.0,97.0,157.0,127.0,113.0,109.0,77.0,0.0,Undiscovered,0.5,1.5,1.0,1.0,0.5,0.5,1.0,0.0,1.5,0.5,0.25,1.0,0.5,1.5,0.5,1.5,0.5,0.5,,base,
800,Dawn Wings Necrozma,7,1,2,Psychic,Ghost,4.2,350.0,Prism Armor,,680.0,97.0,113.0,109.0,157.0,127.0,77.0,0.0,Undiscovered,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.5,1.0,1.0,3.0,1.0,3.0,1.0,1.0,,base,
800,Ultra Necrozma,7,1,2,Psychic,Dragon,7.5,230.0,Neuroforce,,754.0,97.0,167.0,97.0,167.0,97.0,129.0,0.0,Undiscovered,1.0,0.5,0.5,0.5,0.5,2.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,2.0,2.0,1.0,2.0,,base,
801,Magearna,7,0,2,Steel,Fairy,1.0,80.5,Soul-Heart,,600.0,80.0,95.0,115.0,130.0,115.0,65.0,0.0,Undiscovered,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5,,base,
802,Marshadow,7,0,2,Fighting,Ghost,0.7,22.2,Technician,,600.0,90.0,125.0,80.0,90.0,90.0,125.0,0.0,Undiscovered,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,2.0,2.0,0.25,0.5,2.0,1.0,1.0,1.0,2.0,,base,
803,Poipole,7,0,1,Poison,,0.6,1.8,Beast Boost,,420.0,67.0,73.0,67.0,73.0,67.0,73.0,0.0,Undiscovered,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,,base,
804,Naganadel,7,0,2,Poison,Dragon,3.6,150.0,Beast Boost,,540.0,73.0,73.0,73.0,127.0,73.0,121.0,0.0,Undiscovered,1.0,0.5,0.5,0.5,0.25,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,,base,
805,Stakataka,7,0,2,Rock,Steel,5.5,820.0,Beast Boost,,570.0,61.0,131.0,211.0,53.0,101.0,13.0,0.0,Undiscovered,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,,base,
806,Blacephalon,7,0,2,Fire,Ghost,1.8,13.0,Beast Boost,,570.0,53.0,127.0,53.0,151.0,79.0,107.0,0.0,Undiscovered,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,,base,
807,Zeraora,7,0,1,Electric,,1.5,44.5,Volt Absorb,,600.0,88.0,112.0,75.0,102.0,80.0,143.0,0.0,Undiscovered,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,base,
808,Meltan,7,0,1,Steel,,0.2,8.0,Magnet Pull,,300.0,46.0,65.0,65.0,55.0,35.0,34.0,,Undiscovered,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,,base,
809,Melmetal,7,0,1,Steel,,2.5,800.0,Iron Fist,,600.0,135.0,143.0,143.0,80.0,65.0,34.0,,Undiscovered,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,,base,
810,Grookey,8,0,1,Grass,,0.3,5.0,Overgrow,,310.0,50.0,65.0,50.0,40.0,40.0,65.0,,Field,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,base,
811,Thwackey,8,0,1,Grass,,0.7,14.0,Overgrow,,420.0,70.0,85.0,70.0,55.0,60.0,80.0,,Field,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,base,
812,Rillaboom,8,0,1,Grass,,2.1,90.0,Overgrow,,530.0,100.0,125.0,90.0,60.0,70.0,85.0,,Field,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,base,
813,Scorbunny,8,0,1,Fire,,0.3,4.5,Blaze,,310.0,50.0,71.0,40.0,40.0,40.0,69.0,,Field,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,,base,
814,Raboot,8,0,1,Fire,,0.6,9.0,Blaze,,420.0,65.0,86.0,60.0,55.0,60.0,94.0,,Field,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,,base,
815,Cinderace,8,0,1,Fire,,1.4,33.0,Blaze,,530.0,80.0,116.0,75.0,65.0,75.0,119.0,,Field,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,,base,
816,Sobble,8,0,1,Water,,0.3,4.0,Torrent,,310.0,50.0,40.0,40.0,70.0,40.0,70.0,,Field,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,base,
817,Drizzile,8,0,1,Water,,0.7,11.5,Torrent,,420.0,65.0,60.0,55.0,95.0,55.0,90.0,,Field,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,base,
